"YearMonth","AnimalType","ATC","ProductName","PackType","PackageSize","Substanse","Price","UnitsSold","ActiveSubstanceVolume","ActiveSubstanceUnit","RealPrice","Year","Month","RealPricePerUnit","Date","KgActiveSubstance","RealPricePerKgActiveSubstance"
201111,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",21634.5,145,3480,"g",28859.7729182582,2011,11,199.032916677643,"2011-11-01",3.48,8293.03819490178
201111,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin, trimetoprim",54909,48,13824,"g",73246.9560733384,2011,11,1525.97825152788,"2011-11-01",13.824,5298.53559558293
201111,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","sulfadiazin",2279.5,1,400,"g",3040.78450471097,2011,11,3040.78450471097,"2011-11-01",0.4,7601.96126177742
201111,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","trimetoprim",2279.5,1,80,"g",3040.78450471097,2011,11,3040.78450471097,"2011-11-01",0.08,38009.8063088871
201111,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",7931.5,28,1120,"g",10580.3826712503,2011,11,377.870809687511,"2011-11-01",1.12,9446.77024218777
201111,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",7931.5,28,224,"g",10580.3826712503,2011,11,377.870809687511,"2011-11-01",0.224,47233.8512109388
201111,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",125266.5,309,6180,"g",167101.746944232,2011,11,540.782352570331,"2011-11-01",6.18,27039.1176285165
201111,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",75475,143,17160,"g",100681.382098294,2011,11,704.065609078978,"2011-11-01",17.16,5867.21340899149
201111,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",5434,6,30,"g",7248.79271708683,2011,11,1208.13211951447,"2011-11-01",0.03,241626.423902894
201111,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",24045.5,5,300,"g",32075.9744716068,2011,11,6415.19489432136,"2011-11-01",0.3,106919.914905356
201111,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",37493.5,82,410,"g",50015.2023809524,2011,11,609.941492450639,"2011-11-01",0.41,121988.298490128
201111,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",39559,197,246.25,"g",52770.5173160173,2011,11,267.8706462742,"2011-11-01",0.24625,214296.51701936
201111,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., tablett 50 mg","Blister","10 styck","enrofloxacin",149,1,0.5,"g",198.761522790935,2011,11,198.761522790935,"2011-11-01",0.0005,397523.04558187
201111,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",6657.46,10,2000,"g",8880.85159409218,2011,11,888.085159409218,"2011-11-01",2,4440.42579704609
201111,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",6657.46,10,2500,"g",8880.85159409218,2011,11,888.085159409218,"2011-11-01",2.5,3552.34063763687
201111,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",2020.5,19,380,"g",2695.28628724217,2011,11,141.857173012746,"2011-11-01",0.38,7092.85865063729
201111,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",2020.5,19,475,"g",2695.28628724217,2011,11,141.857173012746,"2011-11-01",0.475,5674.28692050983
201111,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",2583,16,848,"g",3445.64438502674,2011,11,215.352774064171,"2011-11-01",0.848,4063.25988800323
201111,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",12283.5,22,5830,"g",16385.8199006875,2011,11,744.809995485797,"2011-11-01",5.83,2810.60375655017
201111,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",11743.13,32,640,"g",15664.9825579323,2011,11,489.530704935383,"2011-11-01",0.64,24476.5352467692
201111,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",18457.87,23,2875,"g",24622.2439508531,2011,11,1070.53234568926,"2011-11-01",2.875,8564.25876551412
201111,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",20508,8,5000,"g",27357.0557677616,2011,11,3419.63197097021,"2011-11-01",5,5471.41115355232
201111,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",269924.5,487,32199.14,"g",360071.172205246,2011,11,739.365856684283,"2011-11-01",32.19914,11182.6332071368
201112,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",6682,10,1130,"g",8896.03075163606,2011,12,889.603075163606,"2011-12-01",1.13,7872.59358551864
201112,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",3568,37,418.1,"g",4750.23012897897,2011,12,128.384598080513,"2011-12-01",0.4181,11361.4688566825
201112,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",3165.67,8,880,"g",4214.59109092064,2011,12,526.82388636508,"2011-12-01",0.88,4789.30805786436
201112,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","6 x 500 gram","oxitetracyklinhydroklorid",2093,1,660,"g",2786.49990469534,2011,12,2786.49990469534,"2011-12-01",0.66,4221.9695525687
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",3303.48,38,1140,"g",4398.06340428236,2011,12,115.738510639009,"2011-12-01",1.14,3857.95035463365
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",35687.5,64,23040,"g",47512.2863587267,2011,12,742.379474355105,"2011-12-01",23.04,2062.16520654196
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",13154.5,13,11700,"g",17513.1452442976,2011,12,1347.16501879212,"2011-12-01",11.7,1496.85002088014
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","24 x 250 milliliter","bensylpenicillinprokainmonohydrat",1930,1,1800,"g",2569.49107313044,2011,12,2569.49107313044,"2011-12-01",1.8,1427.49504062802
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",16036,8,11520,"g",21349.4087299066,2011,12,2668.67609123833,"2011-12-01",11.52,1853.24728558217
201112,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",6988,2,5760,"g",9303.42156426711,2011,12,4651.71078213355,"2011-12-01",5.76,1615.17735490748
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","10 x 10 x 100 milliliter","bensylpenicillinprokainmonohydrat",7338,2,6000,"g",9769.39144799543,2011,12,4884.69572399771,"2011-12-01",6,1628.23190799924
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",4588.5,53,1590,"g",6108.86517567825,2011,12,115.261607088269,"2011-12-01",1.59,3842.05356960896
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",6119,6,5400,"g",8146.48491009594,2011,12,1357.74748501599,"2011-12-01",5.4,1508.60831668443
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",1269,9,675,"g",1689.47366414639,2011,12,187.719296016265,"2011-12-01",0.675,2502.92394688354
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","4 x 10 x 100 milliliter","bensylpenicillinprokainmonohydrat",15402,9,10800,"g",20505.3375690959,2011,12,2278.37084101065,"2011-12-01",10.8,1898.64236750888
201112,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",45073.5,186,27900,"g",60008.2672977953,2011,12,322.625092998899,"2011-12-01",27.9,2150.833953326
201112,"Gris, animalieproduktion - 12","QJ01CR02","Synulox vet., inj-vätska, suspension 140 mg/ml + 35 mg/ml","Injektionsflaska","50 milliliter","amoxicillintrihydrat",259,1,8.05,"g",344.817713958955,2011,12,344.817713958955,"2011-12-01",0.00805,42834.4986284416
201112,"Gris, animalieproduktion - 12","QJ01CR02","Synulox vet., inj-vätska, suspension 140 mg/ml + 35 mg/ml","Injektionsflaska","50 milliliter","kaliumklavulanat",259,1,2.0825,"g",344.817713958955,2011,12,344.817713958955,"2011-12-01",0.0020825,165578.734193976
201112,"Gris, animalieproduktion - 12","QJ01CR02","Synulox vet., tablett 400 mg/100 mg","Blister","10 styck","amoxicillintrihydrat",328,2,9.182,"g",436.680348179681,2011,12,218.340174089841,"2011-12-01",0.009182,47558.3040927555
201112,"Gris, animalieproduktion - 12","QJ01CR02","Synulox vet., tablett 400 mg/100 mg","Blister","10 styck","kaliumklavulanat",328,2,2.3826,"g",436.680348179681,2011,12,218.340174089841,"2011-12-01",0.0023826,183278.917224747
201112,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",19781,132,3168,"g",26335.2864857996,2011,12,199.509746104542,"2011-12-01",3.168,8312.90608768927
201112,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin, trimetoprim",60640,53,15264,"g",80732.6107122435,2011,12,1523.25680589139,"2011-12-01",15.264,5289.08613156732
201112,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",10891.5,38,1520,"g",14500.3171103628,2011,12,381.587292377968,"2011-12-01",1.52,9539.68230944921
201112,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",10891.5,38,304,"g",14500.3171103628,2011,12,381.587292377968,"2011-12-01",0.304,47698.4115472461
201112,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",116338.5,288,5760,"g",154886.392337506,2011,12,537.799973394116,"2011-12-01",5.76,26889.9986697059
201112,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",94546,180,21600,"g",125873.110362793,2011,12,699.295057571073,"2011-12-01",21.6,5827.45881309227
201112,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",8922,10,50,"g",11878.2380074973,2011,12,1187.82380074973,"2011-12-01",0.05,237564.760149946
201112,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",18864.5,4,240,"g",25115.1110616939,2011,12,6278.77776542347,"2011-12-01",0.24,104646.296090391
201112,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",42297,93,465,"g",56311.7947773048,2011,12,605.503169648439,"2011-12-01",0.465,121100.633929688
201112,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",34869,175,218.75,"g",46422.5825020649,2011,12,265.2719000118,"2011-12-01",0.21875,212217.52000944
201112,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",8675.96,13,2600,"g",11550.6744926615,2011,12,888.513422512426,"2011-12-01",2.6,4442.56711256211
201112,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",8675.96,13,3250,"g",11550.6744926615,2011,12,888.513422512426,"2011-12-01",3.25,3554.05369004969
201112,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",422,4,80,"g",561.826545523858,2011,12,140.456636380964,"2011-12-01",0.08,7022.83181904823
201112,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",422,4,100,"g",561.826545523858,2011,12,140.456636380964,"2011-12-01",0.1,5618.26545523858
201112,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",1437.5,9,477,"g",1913.80487959845,2011,12,212.64498662205,"2011-12-01",0.477,4012.1695589066
201112,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",8331,15,3975,"g",11091.4145752589,2011,12,739.427638350594,"2011-12-01",3.975,2790.2929749079
201112,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",20483,56,1120,"g",27269.8889383061,2011,12,486.962302469752,"2011-12-01",1.12,24348.1151234876
201112,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",9648.08,12,1500,"g",12844.8991880043,2011,12,1070.40826566703,"2011-12-01",1.5,8563.2661253362
201112,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",23848,7,4375,"g",31749.8565347227,2011,12,4535.69379067467,"2011-12-01",4.375,7257.11006507947
201112,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",315790,569,37988,"g",420424.655950187,2011,12,738.883402372913,"2011-12-01",37.988,11067.3016729016
201201,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",6365.86,9,1017,"g",8554.76866698733,2012,1,950.529851887481,"2012-01-01",1.017,8411.76860077417
201201,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",4510,46,519.8,"g",6060.76895943563,2012,1,131.755846944253,"2012-01-01",0.5198,11659.8094640932
201201,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",1660,4,440,"g",2230.79300945968,2012,1,557.698252364919,"2012-01-01",0.44,5069.98411240836
201201,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","6 x 500 gram","oxitetracyklinhydroklorid",2181.75,1,660,"g",2931.94737854738,2012,1,2931.94737854738,"2012-01-01",0.66,4442.34451295058
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",1997.5,23,690,"g",2684.34279300946,2012,1,116.710556217803,"2012-01-01",0.69,3890.35187392675
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",35158,63,22680,"g",47247.1208593875,2012,1,749.954299355357,"2012-01-01",22.68,2083.20638709821
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",4030,4,3600,"g",5415.72037838704,2012,1,1353.93009459676,"2012-01-01",3.6,1504.36677177418
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","192 x 100 milliliter","bensylpenicillinprokainmonohydrat",7016,1,5760,"g",9428.46009299343,2012,1,9428.46009299343,"2012-01-01",5.76,1636.88543281136
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","24 x 250 milliliter","bensylpenicillinprokainmonohydrat",1930,1,1800,"g",2593.6328362995,2012,1,2593.6328362995,"2012-01-01",1.8,1440.9071312775
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",2227.5,16,1200,"g",2993.42857142857,2012,1,187.089285714286,"2012-01-01",1.2,2494.52380952381
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",15937.5,8,11520,"g",21417.6286676287,2012,1,2677.20358345358,"2012-01-01",11.52,1859.1691551761
201201,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",10586.5,3,8640,"g",14226.6808401475,2012,1,4742.22694671583,"2012-01-01",8.64,1646.60657872078
201201,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",3693.5,42,1260,"g",4963.51444604778,2012,1,118.17891538209,"2012-01-01",1.26,3939.297179403
201201,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",4036,4,3600,"g",5423.78348565015,2012,1,1355.94587141254,"2012-01-01",3.6,1506.60652379171
201201,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",866,6,450,"g",1163.77514830848,2012,1,193.96252471808,"2012-01-01",0.45,2586.16699624107
201201,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","4 x 10 x 100 milliliter","bensylpenicillinprokainmonohydrat",16785,11,13200,"g",22556.5425685426,2012,1,2050.59477895842,"2012-01-01",13.2,1708.82898246535
201201,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",44223.42,183,27450,"g",59429.6965002405,2012,1,324.752439892025,"2012-01-01",27.45,2165.01626594683
201201,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",12502.5,83,1992,"g",16801.4997594998,2012,1,202.42770794578,"2012-01-01",1.992,8434.4878310742
201201,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin, trimetoprim",60034.27,52,14976,"g",80677.1264120571,2012,1,1551.48320023187,"2012-01-01",14.976,5387.09444524954
201201,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",7263,25,1000,"g",9760.39134199134,2012,1,390.415653679654,"2012-01-01",1,9760.39134199134
201201,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",7263,25,200,"g",9760.39134199134,2012,1,390.415653679654,"2012-01-01",0.2,48801.9567099567
201201,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",116107.5,289,5780,"g",156031.204425204,2012,1,539.900361332887,"2012-01-01",5.78,26995.0180666443
201201,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",95979,183,21960,"g",128981.495334295,2012,1,704.816914395056,"2012-01-01",21.96,5873.47428662546
201201,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",2657.5,3,15,"g",3571.28459195126,2012,1,1190.42819731709,"2012-01-01",0.015,238085.639463417
201201,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",28090.5,6,360,"g",37749.4524290524,2012,1,6291.57540484207,"2012-01-01",0.36,104859.590080701
201201,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",37472,82,410,"g",50356.7925605259,2012,1,614.107226347877,"2012-01-01",0.41,122821.445269575
201201,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",33867.5,169,211.25,"g",45512.8808722142,2012,1,269.306987409551,"2012-01-01",0.21125,215445.589927641
201201,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",7340,11,2200,"g",9863.86788520122,2012,1,896.71526229102,"2012-01-01",2.2,4483.5763114551
201201,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",7340,11,2750,"g",9863.86788520122,2012,1,896.71526229102,"2012-01-01",2.75,3586.86104916408
201201,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",1384.5,13,260,"g",1860.562000962,2012,1,143.120153920154,"2012-01-01",0.26,7156.00769600769
201201,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",1384.5,13,325,"g",1860.562000962,2012,1,143.120153920154,"2012-01-01",0.325,5724.80615680615
201201,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",3062,19,1007,"g",4114.87240660574,2012,1,216.572231926618,"2012-01-01",1.007,4086.26852691732
201201,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",10058,18,4770,"g",13516.4554753888,2012,1,750.914193077156,"2012-01-01",4.77,2833.6384644421
201201,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",14675,39,780,"g",19721.0165143498,2012,1,505.667090111534,"2012-01-01",0.78,25283.3545055767
201201,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",8125.37,10,1250,"g",10919.2883104056,2012,1,1091.92883104056,"2012-01-01",1.25,8735.43064832448
201201,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",10453.5,3,1875,"g",14047.9486291486,2012,1,4682.64954304954,"2012-01-01",1.875,7492.23926887925
